"","step","duration","response","RT"
"1",1,"300",0.0666666666666667,1.17400725071333
"2",2,"300",0,0.366945360666667
"3",3,"300",0.133333333333333,0.428675195466667
"4",4,"300",0.533333333333333,0.428464907053333
"5",5,"300",0.933333333333333,0.467520933333333
"6",6,"300",0.933333333333333,0.383533312666667
"7",7,"300",0.933333333333333,0.360275906666667
