"","step","duration","response","RT"
"1",1,"100",0.466666666666667,0.419655746666667
"2",2,"100",0.6,0.18975403
"3",3,"100",0.533333333333333,0.235929367333333
"4",4,"100",0.466666666666667,0.153757834666667
"5",5,"100",0.466666666666667,0.256513517333333
"6",6,"100",0.466666666666667,0.470373978286667
"7",7,"100",0.6,0.385117341933333
