"","step","duration","response","RT"
"1",1,"100",0,0.463881153333333
"2",2,"100",0,0.483761266666667
"3",3,"100",0,0.434964001333333
"4",4,"100",0.266666666666667,0.738258069233333
"5",5,"100",0.866666666666667,0.739300346433333
"6",6,"100",0.933333333333333,0.432000100666667
"7",7,"100",1,0.510381986666667
