"","step","duration","response","RT"
"1",1,"100",0.0666666666666667,0.269061728026667
"2",2,"100",0.0666666666666667,0.372454369733333
"3",3,"100",0.2,0.497431124466667
"4",4,"100",0.533333333333333,0.422346317333333
"5",5,"100",0.933333333333333,0.68770683
"6",6,"100",0.933333333333333,0.250383963273333
"7",7,"100",0.933333333333333,0.256578796126667
