"","step","duration","response","RT"
"1",1,"300",0.0666666666666667,0.170055633913333
"2",2,"300",0,0.237029074553333
"3",3,"300",0,0.261300136
"4",4,"300",0.133333333333333,0.586322628166667
"5",5,"300",0.8,0.379411354
"6",6,"300",0.933333333333333,0.479304068
"7",7,"300",1,0.266351114526667
