"","step","duration","response","RT"
"1",1,"100",0.666666666666667,1.13599546666667
"2",2,"100",0.333333333333333,1.19621964666667
"3",3,"100",0.466666666666667,1.19639814666667
"4",4,"100",0.533333333333333,1.02918801048
"5",5,"100",0.533333333333333,1.03729537315333
"6",6,"100",0.466666666666667,0.664343988
"7",7,"100",0.666666666666667,1.09522604533333
