"","step","duration","response","RT"
"1",1,"300",0.0666666666666667,0.43066184
"2",2,"300",0.133333333333333,0.576406614853333
"3",3,"300",0,0.538979053333333
"4",4,"300",0.133333333333333,0.440847786666667
"5",5,"300",0.533333333333333,1.04009515333333
"6",6,"300",0.933333333333333,0.527955766666667
"7",7,"300",0.933333333333333,0.568215866666667
