"","step","duration","response","RT"
"1",1,"100",0.533333333333333,0.561441832666667
"2",2,"100",0.266666666666667,0.598501343333333
"3",3,"100",0.466666666666667,1.141056112
"4",4,"100",0.666666666666667,0.363909670633333
"5",5,"100",0.733333333333333,0.43753218772
"6",6,"100",0.666666666666667,0.635454060913333
"7",7,"100",0.733333333333333,0.553422101173333
