"","step","duration","response","RT"
"1",1,"300",0.0666666666666667,0.496835983333333
"2",2,"300",0.0666666666666667,0.475817070173333
"3",3,"300",0,0.439828387333333
"4",4,"300",0,0.536436547333333
"5",5,"300",0.933333333333333,0.618181886666667
"6",6,"300",1,0.306199049333333
"7",7,"300",0.933333333333333,0.51967324928
