"","step","duration","response","RT"
"1",1,"300",0.533333333333333,0.70875169952
"2",2,"300",0.533333333333333,0.71298551018
"3",3,"300",0.6,0.350072462946667
"4",4,"300",0.6,0.646496100266667
"5",5,"300",0.6,0.498119611706667
"6",6,"300",0.466666666666667,0.701420656586667
"7",7,"300",0.333333333333333,0.442531845846667
