"","step","duration","response","RT"
"1",1,"100",0.5,0.6318264352
"2",2,"100",0.4,0.492845445193333
"3",3,"100",0.428571428571429,0.488714813186667
"4",4,"100",0.533333333333333,0.477672325093333
"5",5,"100",0.8,0.801248066666667
"6",6,"100",0.8,0.334367174793333
"7",7,"100",0.733333333333333,0.592607565726667
