"","step","duration","response","RT"
"1",1,"300",0.733333333333333,0.915760473333333
"2",2,"300",0.266666666666667,1.34178412666667
"3",3,"300",0.466666666666667,1.19061706
"4",4,"300",0.333333333333333,0.8251585733
"5",5,"300",0.6,0.867124206713333
"6",6,"300",0.533333333333333,1.25886394666667
"7",7,"300",0.5,0.892718631373333
