"","step","duration","response","RT"
"1",1,"300",0.2,0.4357353104
"2",2,"300",0.2,0.77366815166
"3",3,"300",0.0666666666666667,0.353994346893333
"4",4,"300",0.133333333333333,1.62470590271333
"5",5,"300",0.6,0.453993614206667
"6",6,"300",0.8,0.471503897746667
"7",7,"300",0.933333333333333,0.712918992533333
