"","step","duration","response","RT"
"1",1,"300",0.0666666666666667,0.5989275882
"2",2,"300",0,0.628654013333333
"3",3,"300",0,0.736048706666667
"4",4,"300",0.133333333333333,0.505270553333333
"5",5,"300",0.666666666666667,0.666975206666667
"6",6,"300",1,0.45235824
"7",7,"300",1,0.526567286666667
