"","step","duration","response","RT"
"1",1,"100",0.133333333333333,0.475635062
"2",2,"100",0,0.912161
"3",3,"100",0.0666666666666667,0.470459917293333
"4",4,"100",0.6,0.875188882
"5",5,"100",0.866666666666667,0.593250950693333
"6",6,"100",0.933333333333333,0.75809506
"7",7,"100",0.933333333333333,0.514791836666667
