"","step","duration","response","RT"
"1",1,"100",0.2,1.35338946867333
"2",2,"100",0.466666666666667,0.38068873668
"3",3,"100",0.8,0.565422812886667
"4",4,"100",0.933333333333333,0.662845267333333
"5",5,"100",0.933333333333333,0.41409755626
"6",6,"100",1,0.569906786666667
"7",7,"100",0.866666666666667,0.76534288438
