"","step","duration","response","RT"
"1",1,"300",0,0.481400164
"2",2,"300",0,0.97493300758
"3",3,"300",0.133333333333333,0.41262592
"4",4,"300",0.2,0.640988980666667
"5",5,"300",0.8,0.54380937598
"6",6,"300",0.933333333333333,0.596888393333333
"7",7,"300",0.933333333333333,0.430931206666667
