"","step","duration","response","RT"
"1",1,"300",0,0.463928080373333
"2",2,"300",0.0666666666666667,1.20909961354
"3",3,"300",0,0.422004570646667
"4",4,"300",0.2,0.60241754
"5",5,"300",0.933333333333333,0.576961823393333
"6",6,"300",1,0.2164981733
"7",7,"300",1,0.490069984926667
