2018-3-14,10:8:3
trial,stimulus,selection,RT
1,Step_1_300.wav,Sa,7.413507e-02
2,Step_1_300.wav,Sa,7.746911e-02
3,Step_1_300.wav,Sa,1.440861e-01
4,Step_1_300.wav,Sa,2.110100e-02
5,Step_7_300.wav,Sa,4.608631e-04
6,Step_7_300.wav,Sa,2.243900e-02
7,Step_7_300.wav,Sa,5.534506e-02
8,Step_7_300.wav,Sa,4.949570e-04
