2018-3-12,10:57:4
trial,stimulus,selection,RT
1,Step_1_300.wav,Sha,5.113306e+00
2,Step_1_300.wav,Sha,9.131110e-01
3,Step_7_300.wav,Sa,3.518450e-01
4,Step_7_300.wav,Sa,2.997692e-01
5,Step_7_300.wav,Sa,3.858380e-01
6,Step_7_300.wav,Sa,5.185111e-01
7,Step_1_300.wav,Sha,2.435589e-01
8,Step_1_300.wav,Sha,2.122412e-01
