2018-3-16,9:20:54
trial,stimulus,selection,RT
1,Step_1_300.wav,Sha,9.942620e-01
2,Step_7_300.wav,Sha,8.279641e-01
3,Step_1_300.wav,Sha,9.161308e-01
4,Step_7_300.wav,Sa,2.026780e-01
5,Step_7_300.wav,Sa,5.693560e-01
6,Step_7_300.wav,Sa,2.281659e-01
7,Step_1_300.wav,Sha,7.544398e-02
8,Step_1_300.wav,Sha,8.612299e-02
