2018-3-13,13:9:5
trial,stimulus,selection,RT
1,Step_7_300.wav,Sa,5.978317e+00
2,Step_1_300.wav,Sa,7.355809e-01
3,Step_1_300.wav,Sha,8.447992e+00
4,Step_7_300.wav,Sha,2.183748e+00
5,Step_1_300.wav,Sha,1.277091e+00
6,Step_1_300.wav,Sha,4.918351e-01
7,Step_7_300.wav,Sa,2.079718e-01
8,Step_7_300.wav,Sha,2.603059e+00
