2018-2-21,9:25:19
trial,stimulus,selection,RT
1,Step_1_300.wav,Sa,7.421141e-01
2,Step_1_300.wav,Sa,2.063407e+00
3,Step_7_300.wav,Sa,2.808777e+00
4,Step_7_300.wav,Sa,7.311001e-01
5,Step_7_300.wav,Sa,1.731425e+00
6,Step_7_300.wav,Sa,5.335469e-01
7,Step_1_300.wav,Sha,3.632829e-01
8,Step_1_300.wav,Sha,3.512781e-01
