2018-4-16,10:18:13
trial,stimulus,selection,RT
1,Step_1_300.wav,Sha,2.797093e+00
2,Step_1_300.wav,Sha,5.591991e-01
3,Step_7_300.wav,Sa,1.177981e-01
4,Step_1_300.wav,Sha,2.535779e-01
5,Step_7_300.wav,Sa,4.979370e-01
6,Step_1_300.wav,Sha,2.030151e-01
7,Step_7_300.wav,Sa,2.574048e-01
8,Step_7_300.wav,Sa,2.457020e-01
