2018-5-25,15:53:25
trial,stimulus,selection,RT
1,Step_1_300.wav,Sha,4.948790e-01
2,Step_7_300.wav,Sa,3.239920e-01
3,Step_7_300.wav,Sa,2.108760e-01
4,Step_7_300.wav,Sa,4.583120e-02
5,Step_1_300.wav,Sa,6.000996e-04
6,Step_1_300.wav,Sha,2.792342e-01
7,Step_1_300.wav,Sha,3.163440e-01
8,Step_7_300.wav,Sa,1.348610e-01
