2018-4-6,14:29:15
trial,stimulus,selection,RT
1,Step_1_300.wav,Sha,5.105735e+00
2,Step_1_300.wav,Sha,1.221530e+00
3,Step_1_300.wav,Sha,2.267990e-01
4,Step_7_300.wav,Sa,3.027458e-01
5,Step_7_300.wav,Sa,4.125581e-01
6,Step_7_300.wav,Sa,2.901001e-01
7,Step_7_300.wav,Sa,1.841559e-01
8,Step_1_300.wav,Sha,7.422113e-02
