2018-4-10,12:42:57
trial,stimulus,selection,RT
1,Step_1_300.wav,Sa,1.236698e+01
2,Step_1_300.wav,Sa,3.282799e+00
3,Step_7_300.wav,Sa,1.392777e+00
4,Step_7_300.wav,Sa,7.635212e-01
5,Step_7_300.wav,Sa,7.772551e-01
6,Step_1_300.wav,Sha,3.471520e-01
7,Step_7_300.wav,Sa,3.308339e-01
8,Step_1_300.wav,Sha,4.779398e-01
