2018-4-6,13:22:39
trial,stimulus,selection,RT
1,Step_7_300.wav,Sa,3.165000e+00
2,Step_7_300.wav,Sa,2.997131e-01
3,Step_1_300.wav,Sha,1.378200e-01
4,Step_1_300.wav,Sha,5.037093e-02
5,Step_7_300.wav,Sa,1.004331e-01
6,Step_7_300.wav,Sa,2.155859e-01
7,Step_1_300.wav,Sha,1.114569e+00
8,Step_1_300.wav,Sha,1.717970e-01
