2018-5-3,10:43:26
trial,stimulus,selection,RT
1,Step_7_300.wav,Sha,4.783969e+00
2,Step_1_300.wav,Sha,3.517312e+00
3,Step_1_300.wav,Sha,1.492032e+00
4,Step_7_300.wav,Sa,6.375759e-01
5,Step_1_300.wav,Sha,2.829659e-01
6,Step_7_300.wav,Sa,7.663989e-02
7,Step_7_300.wav,Sa,4.872630e-01
8,Step_1_300.wav,Sha,3.235252e-01
