2018-7-6,10:59:17
trial,stimulus,selection,RT
1,Step_7_300.wav,Sa,2.295674e+00
2,Step_1_300.wav,Sha,9.207728e-01
3,Step_1_300.wav,Sha,2.151708e+00
4,Step_1_300.wav,Sha,1.647553e+00
5,Step_7_300.wav,Sa,5.629668e-01
6,Step_7_300.wav,Sa,1.129537e+00
7,Step_7_300.wav,Sa,1.519029e+00
8,Step_1_300.wav,Sha,7.465482e-01
