2018-5-10,15:18:34
trial,stimulus,selection,RT
1,Step_7_300.wav,Sha,8.558600e-01
2,Step_1_300.wav,Sa,1.256552e+00
3,Step_1_300.wav,Sha,3.966422e+00
4,Step_7_300.wav,Sa,6.318729e-01
5,Step_1_300.wav,Sa,2.530251e-01
6,Step_1_300.wav,Sha,1.545487e+00
7,Step_7_300.wav,Sha,8.296750e-01
8,Step_7_300.wav,Sa,8.648062e-01
