2018-8-9,16:17:27
trial,stimulus,selection,RT
1,Step_7_300.wav,Sha,4.873873e+00
2,Step_1_300.wav,Sa,3.541889e+00
3,Step_1_300.wav,Sha,8.687010e-01
4,Step_7_300.wav,Sa,2.025779e+00
5,Step_1_300.wav,Sha,1.905571e+00
6,Step_7_300.wav,Sa,2.137148e-01
7,Step_1_300.wav,Sha,2.403479e-01
8,Step_7_300.wav,Sa,3.950596e-04
