2018-4-6,11:1:49
trial,stimulus,sound1,sound2,selection,RT
1,Step_6_300.wav,NA,NA,Sa,4.639838e+00
2,Step_6_300.wav,NA,NA,Sa,2.151751e+00
3,Step_6_300.wav,NA,NA,Sa,9.675393e+00
4,Step_6_300.wav,NA,NA,Sa,2.072119e+00
5,Step_5_300.wav,NA,NA,Sha,1.201494e+00
6,Step_1_300.wav,NA,NA,Sa,3.694639e-01
7,Step_1_300.wav,NA,NA,Sha,1.253536e+00
8,Step_3_300.wav,NA,NA,Sha,9.235041e-01
9,Step_4_300.wav,NA,NA,Sha,3.941591e-01
10,Step_3_300.wav,NA,NA,Sha,1.028502e-01
11,Step_5_300.wav,NA,NA,Sa,6.189346e-04
12,Step_3_300.wav,NA,NA,Sa,3.181760e-01
13,Step_3_300.wav,NA,NA,Sa,7.206931e-01
14,Step_3_300.wav,NA,NA,Sa,8.032608e-02
15,Step_1_300.wav,NA,NA,Sa,6.418228e-04
16,Step_5_300.wav,NA,NA,Sha,5.919933e-04
17,Step_4_300.wav,NA,NA,Sha,6.051064e-04
18,Step_7_300.wav,NA,NA,Sa,2.729820e+01
19,Step_1_300.wav,NA,NA,Sa,1.486979e+00
20,Step_4_300.wav,NA,NA,Sa,9.444399e-01
21,Step_2_300.wav,NA,NA,Sa,9.543938e+00
22,Step_5_300.wav,NA,NA,Sa,4.959371e-01
23,Step_2_300.wav,NA,NA,Sha,1.204200e+00
24,Step_2_300.wav,NA,NA,Sha,5.007470e-01
25,Step_7_300.wav,NA,NA,Sha,2.648795e+00
26,Step_4_300.wav,NA,NA,Sa,6.215751e-01
27,Step_6_300.wav,NA,NA,Sha,4.899099e-01
28,Step_7_300.wav,NA,NA,Sha,4.897249e-01
29,Step_7_300.wav,NA,NA,Sha,4.417560e-01
30,Step_5_300.wav,NA,NA,Sha,7.994890e-02
31,Step_2_300.wav,NA,NA,Sha,6.079674e-04
32,Step_2_300.wav,NA,NA,Sha,8.559179e-02
33,Step_1_300.wav,NA,NA,Sa,5.900860e-04
34,Step_4_300.wav,NA,NA,Sa,2.807379e-02
35,Step_7_300.wav,NA,NA,Sha,6.361008e-04
36,Step_6_100.wav,NA,NA,Sha,9.707979e+00
37,Step_7_100.wav,NA,NA,Sa,1.950650e+00
38,Step_3_100.wav,NA,NA,Sha,2.269007e+00
39,Step_7_100.wav,NA,NA,Sha,1.806356e+00
40,Step_4_100.wav,NA,NA,Sha,2.640201e+00
41,Step_4_100.wav,NA,NA,Sha,1.381731e+00
42,Step_1_100.wav,NA,NA,Sa,3.010709e-01
43,Step_2_100.wav,NA,NA,Sa,5.800700e-01
44,Step_1_100.wav,NA,NA,Sa,2.740428e+00
45,Step_6_100.wav,NA,NA,Sha,3.973761e-01
46,Step_3_100.wav,NA,NA,Sa,3.078868e-01
47,Step_3_100.wav,NA,NA,Sha,1.272199e-01
48,Step_6_100.wav,NA,NA,Sa,2.689055e+00
49,Step_5_100.wav,NA,NA,Sa,2.672242e+00
50,Step_2_100.wav,NA,NA,Sha,7.827721e-01
51,Step_3_100.wav,NA,NA,Sha,2.006089e+00
52,Step_1_100.wav,NA,NA,Sa,5.593660e-01
53,Step_6_100.wav,NA,NA,Sha,1.782404e+00
54,Step_2_100.wav,NA,NA,Sha,1.663293e+00
55,Step_7_100.wav,NA,NA,Sha,3.400118e+00
56,Step_1_100.wav,NA,NA,Sha,2.699026e+00
57,Step_2_100.wav,NA,NA,Sa,6.388931e-01
58,Step_4_100.wav,NA,NA,Sa,2.441567e+00
59,Step_6_100.wav,NA,NA,Sa,7.166932e-01
