2018-3-26,10:27:48
trial,stimulus,selection,RT
1,Step_1_300.wav,Sha,7.608981e-01
2,Step_7_300.wav,Sa,4.829261e-01
3,Step_1_300.wav,Sha,3.276398e-01
4,Step_7_300.wav,Sa,3.806901e-02
5,Step_1_300.wav,Sha,4.673481e-01
6,Step_7_300.wav,Sa,1.496601e-02
7,Step_7_300.wav,Sa,5.948544e-04
8,Step_1_300.wav,Sha,1.553240e-01
