2018-4-2,16:42:54
trial,stimulus,selection,RT
1,Step_1_300.wav,Sha,3.155500e+00
2,Step_7_300.wav,Sa,6.458220e-01
3,Step_1_300.wav,Sha,2.396119e-01
4,Step_1_300.wav,Sha,3.356571e-01
5,Step_1_300.wav,Sha,1.067989e-01
6,Step_7_300.wav,Sa,4.701614e-04
7,Step_7_300.wav,Sa,5.888939e-04
8,Step_7_300.wav,Sa,5.979538e-04
