2018-4-4,12:17:1
trial,stimulus,selection,RT
1,Step_7_300.wav,Sa,9.896739e-01
2,Step_1_300.wav,Sha,2.311990e-01
3,Step_1_300.wav,Sha,5.550389e-01
4,Step_1_300.wav,Sha,3.137360e-01
5,Step_1_300.wav,Sha,2.441459e-01
6,Step_7_300.wav,Sa,4.434896e-02
7,Step_7_300.wav,Sha,1.752090e-02
8,Step_7_300.wav,Sa,3.821669e-01
