2018-6-27,13:15:34
trial,stimulus,selection,RT
1,Step_7_300.wav,Sha,5.358657e+00
2,Step_1_300.wav,Sha,4.307341e+00
3,Step_7_300.wav,Sa,1.108035e+00
4,Step_7_300.wav,Sa,1.253120e+00
5,Step_1_300.wav,Sha,5.713470e-01
6,Step_1_300.wav,Sha,5.101061e-01
7,Step_1_300.wav,Sha,3.391879e-01
8,Step_7_300.wav,Sa,5.587711e-01
