2018-3-22,10:16:51
trial,stimulus,selection,RT
1,Step_7_300.wav,Sha,3.616726e+00
2,Step_1_300.wav,Sa,1.162637e+00
3,Step_1_300.wav,Sa,5.581379e-04
4,Step_7_300.wav,Sa,6.497350e+00
5,Step_1_300.wav,Sha,1.519750e+00
6,Step_7_300.wav,Sa,8.907182e-01
7,Step_1_300.wav,Sha,7.366600e-01
8,Step_7_300.wav,Sa,4.374590e-01
