2018-9-4,10:5:27
trial,stimulus,selection,RT
1,Step_7_300.wav,Sa,1.970570e+00
2,Step_1_300.wav,Sha,8.852050e-01
3,Step_1_300.wav,Sha,9.187081e-01
4,Step_7_300.wav,Sa,6.533871e-01
5,Step_1_300.wav,Sha,3.910561e-01
6,Step_7_300.wav,Sa,2.963378e-01
7,Step_1_300.wav,Sha,2.581391e-01
8,Step_7_300.wav,Sa,3.185151e-01
