2018-8-7,10:19:14
trial,stimulus,selection,RT
1,Step_7_300.wav,Sa,2.021868e+00
2,Step_1_300.wav,Sha,1.161995e+00
3,Step_1_300.wav,Sha,6.927819e-01
4,Step_7_300.wav,Sa,2.837520e-01
5,Step_1_300.wav,Sha,3.369811e-01
6,Step_7_300.wav,Sa,1.219296e-02
7,Step_1_300.wav,Sha,8.457303e-02
8,Step_7_300.wav,Sa,2.711480e-01
